vwap,transactions,ticker,timestamp,open,high,low,close,volume,sma_close_10
187.6824,804748,AAPL,2024-02-05 00:00:00+00:00,188.15,189.25,185.84,187.68,69668820,203.082
225.8887,558162,AAPL,2024-10-04 00:00:00+00:00,227.9,228.0,224.13,226.8,37345098,207.379
247.4765,574045,AAPL,2020-03-18 00:00:00+00:00,239.77,250.0,237.12,246.67,75058406,209.962
170.7132,727686,AAPL,2022-08-26 00:00:00+00:00,170.57,171.05,163.56,163.62,78960980,201.038
,860118,AAPL,2009-11-09 00:00:00+00:00,196.94,201.9,196.26,201.46,18887700,203.81199999999998
233.8732,436332,AAPL,2025-01-14 00:00:00+00:00,234.75,236.12,232.472,233.28,39435294,203.31400000000002
230.8466,445624,AAPL,2025-08-19 00:00:00+00:00,231.275,232.87,229.35,230.56,39402564,209.68099999999998
,945464,AAPL,1999-11-26 00:00:00+00:00,94.75,95.5,94.12,95.06,1179200,201.005
,899697,AAPL,1999-11-26 00:00:00+00:00,94.75,95.5,94.12,95.06,1179200,190.71499999999997
220.6593,566783,AAPL,2024-07-03 00:00:00+00:00,220.0,221.55,219.03,221.55,37369801,190.17400000000004
222.3956,556916,AAPL,2024-09-12 00:00:00+00:00,222.5,223.55,219.82,222.77,37498225,193.68300000000002
,564630,AAPL,2018-09-12 00:00:00+00:00,224.94,225.0,219.84,221.07,49278740,193.11
,630783,AAPL,2022-03-22 00:00:00+00:00,165.51,169.42,164.91,168.82,80979755,185.325
,602852,AAPL,2018-07-30 00:00:00+00:00,191.9,192.2,189.07,189.91,21029535,187.954
191.7223,463560,AAPL,2023-11-22 00:00:00+00:00,191.49,192.93,190.825,191.31,39630011,186.939
196.5277,451709,AAPL,2023-12-19 00:00:00+00:00,196.16,196.95,195.89,196.94,40233138,183.305
225.0215,551688,AAPL,2024-07-23 00:00:00+00:00,224.365,226.94,222.68,225.01,39960260,182.75
230.7772,580529,AAPL,2024-10-14 00:00:00+00:00,228.7,231.73,228.6,231.3,39882085,196.374
230.8247,445631,AAPL,2025-02-05 00:00:00+00:00,228.53,232.67,228.27,232.47,39664989,210.115
229.1297,488184,AAPL,2025-02-07 00:00:00+00:00,232.6,234.0,227.26,227.63,39707224,210.723
219.3577,485185,AAPL,2025-03-28 00:00:00+00:00,221.67,223.81,217.68,217.9,39818617,210.23600000000002
254.0231,489835,AAPL,2025-09-29 00:00:00+00:00,254.56,255.0,253.01,254.43,40127687,213.57199999999997
247.354,616258,AAPL,2025-10-16 00:00:00+00:00,248.25,249.04,245.13,247.45,39776974,221.435
262.539,599532,AAPL,2025-10-24 00:00:00+00:00,261.19,264.13,259.18,262.82,38253717,228.72600000000003
,501667,AAPL,2019-08-29 00:00:00+00:00,208.5,209.32,206.66,209.01,21007652,230.496
250.6934,361255,AAPL,2024-12-31 00:00:00+00:00,252.44,253.28,249.43,250.42,39480718,235.844
172.0464,736378,AAPL,2024-03-22 00:00:00+00:00,171.76,173.05,170.06,172.28,71160138,230.571
212.7595,793743,AAPL,2024-06-14 00:00:00+00:00,213.85,215.17,211.3,212.49,70122748,228.69
212.5585,729911,AAPL,2024-06-28 00:00:00+00:00,215.77,216.07,210.3,210.62,82542718,226.50500000000002
,485460,AAPL,2024-07-10 00:00:00+00:00,229.3,233.08,229.25,232.98,62627687,227.04000000000002
,490831,AAPL,2019-04-26 00:00:00+00:00,204.9,205.0,202.12,204.3,18649102,225.68
272.2528,984732,AAPL,2025-10-30 00:00:00+00:00,271.99,274.14,268.48,271.4,69886534,227.377
231.2132,497327,AAPL,2024-07-17 00:00:00+00:00,229.45,231.4599,226.64,228.88,57345884,225.51999999999998
227.6311,1152721,AAPL,2025-03-10 00:00:00+00:00,235.54,236.16,224.22,227.48,71451281,221.98600000000002
,446857,AAPL,2024-08-22 00:00:00+00:00,227.79,228.34,223.9,224.53,43695321,223.538
192.5948,580360,AAPL,2023-07-21 00:00:00+00:00,194.1,194.97,191.23,191.94,71951683,217.69
190.51,450749,AAPL,2023-11-21 00:00:00+00:00,191.41,191.52,189.74,190.64,38134485,219.52599999999998
190.165,458154,AAPL,2023-11-28 00:00:00+00:00,189.78,191.08,189.4,190.4,38415419,217.317
217.5465,602530,AAPL,2024-08-12 00:00:00+00:00,216.07,219.5099,215.6,217.53,38028092,218.00799999999998
227.4243,563158,AAPL,2024-08-28 00:00:00+00:00,227.92,229.86,225.68,226.49,38052167,217.359
208.3682,469917,AAPL,2025-04-25 00:00:00+00:00,206.365,209.75,206.2,209.28,38222258,217.85700000000003
254.539,439294,AAPL,2025-09-30 00:00:00+00:00,254.855,255.919,253.11,254.63,37704259,216.18
175.5751,858038,AAPL,2023-11-03 00:00:00+00:00,174.24,176.82,173.35,176.65,79829246,210.95699999999997
179.0322,911077,AAPL,2024-03-01 00:00:00+00:00,179.55,180.53,177.38,179.66,73563082,206.175
174.1336,846771,AAPL,2024-04-15 00:00:00+00:00,175.36,176.63,172.5,172.69,73531773,200.99099999999999
170.0498,834297,AAPL,2024-04-16 00:00:00+00:00,171.75,173.76,168.27,169.38,73711235,198.735
228.3037,851633,AAPL,2025-02-03 00:00:00+00:00,229.99,231.83,225.7,228.01,73063301,202.472
202.5405,860118,AAPL,2025-06-09 00:00:00+00:00,204.39,206.0,200.02,201.45,72862557,203.577
240.3233,531132,AAPL,2010-08-27 00:00:00+00:00,241.75,242.61,235.56,241.62,19585400,205.98599999999996
215.1999,589469,AAPL,2025-07-21 00:00:00+00:00,212.1,215.78,211.63,212.48,51377434,204.585
189.6538,727614,AAPL,2024-05-15 00:00:00+00:00,187.91,190.65,187.37,189.72,70399988,202.629
232.7762,740719,AAPL,2025-08-13 00:00:00+00:00,231.07,235.0,230.43,233.33,69878546,200.499
230.1026,490815,AAPL,2025-08-20 00:00:00+00:00,229.98,230.47,225.77,226.01,42263865,205.435
206.7392,921950,AAPL,2024-08-06 00:00:00+00:00,205.3,209.99,201.07,207.23,69660488,208.192
199.9641,605924,AAPL,2025-05-30 00:00:00+00:00,199.37,201.96,196.78,200.85,70819942,211.00799999999998
223.70126200605733,467219,AAPL,2024-07-24 00:00:00+00:00,224.0,224.8,217.13,218.54,61777576,215.92399999999998
194.9188,776766,AAPL,2023-07-19 00:00:00+00:00,193.1,198.23,192.65,195.1,80507323,212.63299999999998
214.7342,919960,AAPL,2024-06-18 00:00:00+00:00,217.59,218.63,213.0,214.29,79943254,213.917
209.3296,916151,AAPL,2024-06-24 00:00:00+00:00,207.72,212.7,206.59,208.14,80727006,210.56900000000002
208.9948,827514,AAPL,2025-07-31 00:00:00+00:00,208.49,209.84,207.16,207.57,80698431,210.07799999999997
190.8158,702190,AAPL,2008-01-04 00:00:00+00:00,191.45,193.0,178.89,180.05,51994000,209.11099999999996
169.3619,825405,AAPL,2024-03-07 00:00:00+00:00,169.15,170.73,168.49,169.0,71765061,202.678
230.4964,786111,AAPL,2025-01-16 00:00:00+00:00,237.35,238.01,228.03,228.26,71759052,202.903
176.3501,540187,AAPL,2007-11-14 00:00:00+00:00,177.16,177.57,163.74,166.11,51756000,198.791
229.6877,380624,AAPL,2024-11-22 00:00:00+00:00,228.06,230.7199,228.06,229.87,38168252,201.693
214.04,425354,AAPL,2025-07-28 00:00:00+00:00,214.03,214.845,213.06,214.05,37858017,201.244
232.0548,423338,AAPL,2025-08-28 00:00:00+00:00,230.82,233.41,229.335,232.56,38074700,204.99
223.3729,387118,AAPL,2018-09-11 00:00:00+00:00,218.01,224.3,216.56,223.85,35749049,205.946
191.6187,618230,AAPL,2024-05-31 00:00:00+00:00,191.44,192.57,189.91,192.25,75158277,204.35700000000003
,614097,AAPL,1999-11-26 00:00:00+00:00,94.75,95.5,94.12,95.06,1179200,193.106
,1336765,AAPL,1999-11-26 00:00:00+00:00,94.75,95.5,94.12,95.06,1179200,184.607
189.9231,478193,AAPL,2009-10-19 00:00:00+00:00,187.85,190.0,185.55,189.86,33651100,186.693
223.7969,813602,AAPL,2025-01-24 00:00:00+00:00,224.78,225.63,221.41,222.78,54697907,186.145
169.1566,541699,AAPL,2018-12-10 00:00:00+00:00,165.0,170.09,163.33,169.6,62025994,186.494
198.6614,423067,AAPL,2018-11-12 00:00:00+00:00,199.0,199.85,193.79,194.17,51135518,182.924
,541699,AAPL,2022-04-11 00:00:00+00:00,168.71,169.03,165.5,165.75,72246706,178.094
230.9577,706283,AAPL,2024-07-12 00:00:00+00:00,228.92,232.64,228.68,230.54,53046527,177.892
211.0285,431665,AAPL,2025-07-11 00:00:00+00:00,210.565,212.13,209.86,211.16,39765812,176.623
230.9934,723145,AAPL,2024-08-29 00:00:00+00:00,230.1,232.92,228.88,229.79,51906297,180.377
228.9147,594157,AAPL,2024-08-30 00:00:00+00:00,230.19,230.4,227.48,229.0,52990770,193.77100000000002
231.1276,722059,AAPL,2024-10-23 00:00:00+00:00,234.08,235.144,227.76,230.76,52286979,207.34099999999998
199.2937,608790,AAPL,2025-04-22 00:00:00+00:00,196.12,201.59,195.97,199.74,52976371,208.329
241.644,419384,AAPL,2024-12-03 00:00:00+00:00,239.81,242.76,238.9,242.65,38861017,210.31599999999997
232.321,428938,AAPL,2025-08-29 00:00:00+00:00,232.51,233.38,231.37,232.14,39418437,216.57
226.5299,498797,AAPL,2024-08-20 00:00:00+00:00,225.77,227.17,225.45,226.51,30299033,219.804
177.9075,554789,AAPL,2023-08-25 00:00:00+00:00,177.38,179.15,175.82,178.61,51449594,221.09
178.4293,524402,AAPL,2023-09-19 00:00:00+00:00,177.52,179.63,177.13,179.07,51826941,215.94299999999998
179.4154,531441,AAPL,2023-10-13 00:00:00+00:00,181.42,181.93,178.14,178.85,51456082,212.712
250.4623,448224,AAPL,2024-12-16 00:00:00+00:00,247.99,251.38,247.65,251.04,51694753,214.837
252.982,487662,AAPL,2024-12-17 00:00:00+00:00,250.08,253.83,249.78,253.48,51356360,217.285
212.1244,537963,AAPL,2025-07-29 00:00:00+00:00,214.175,214.81,210.82,211.27,51411723,215.336
182.912,545657,AAPL,2023-11-09 00:00:00+00:00,182.96,184.12,181.81,182.41,53763540,213.60299999999998
188.4191,564159,AAPL,2023-11-15 00:00:00+00:00,187.845,189.5,187.78,188.01,53790499,208.13899999999998
195.2063,594714,AAPL,2024-01-24 00:00:00+00:00,195.42,196.38,194.34,194.5,53463269,204.375
189.3803,596088,AAPL,2024-02-07 00:00:00+00:00,190.64,191.05,188.61,189.41,53438955,200.665
181.1005,712335,AAPL,2024-02-20 00:00:00+00:00,181.79,182.43,180.0,181.56,53665553,200.96
177.2239,641653,AAPL,2024-03-20 00:00:00+00:00,175.72,178.67,175.09,178.67,53423102,200.92
170.1029,630783,AAPL,2024-04-04 00:00:00+00:00,170.29,171.92,168.82,168.82,53355055,199.917
195.8699,648283,AAPL,2024-06-05 00:00:00+00:00,195.4,196.9,194.87,195.87,54156785,194.4
190.8158,702190,AAPL,2024-05-28 00:00:00+00:00,191.51,193.0,189.1,189.99,52280051,188.051
232.4505,552126,AAPL,2025-02-11 00:00:00+00:00,228.2,235.23,228.13,232.62,53718362,190.186
190.1061,566951,AAPL,2024-05-16 00:00:00+00:00,190.47,191.095,189.6601,189.84,52845230,190.929
171.3457,647120,AAPL,2024-03-13 00:00:00+00:00,172.77,173.185,170.76,171.13,51948951,189.24099999999999
190.6149,682663,AAPL,2024-01-19 00:00:00+00:00,189.33,191.95,188.82,191.56,68902985,188.947
169.5506,896297,AAPL,2024-03-06 00:00:00+00:00,171.06,171.24,168.68,169.12,68587707,186.918
174.3663,808215,AAPL,2024-04-29 00:00:00+00:00,173.37,176.03,173.1,173.5,68169419,186.112
199.7435,770697,AAPL,2025-05-05 00:00:00+00:00,203.1,204.1,198.21,198.89,69018452,188.13400000000001
195.9883,753075,AAPL,2025-05-07 00:00:00+00:00,199.17,199.44,193.25,196.25,68616943,190.877
243.0805,493786,AAPL,2025-01-03 00:00:00+00:00,243.36,244.18,241.89,243.36,40244114,195.626
178.9854,709019,AAPL,2023-08-08 00:00:00+00:00,179.69,180.27,177.58,179.8,67823003,194.607
177.8915,731278,AAPL,2023-09-18 00:00:00+00:00,176.48,179.38,176.17,177.97,67257573,189.142
165.1473,754775,AAPL,2024-04-19 00:00:00+00:00,166.21,166.4,164.075,165.0,68149377,186.658
219.3818,945464,AAPL,2024-09-09 00:00:00+00:00,220.82,221.27,216.71,220.91,67179965,191.63600000000002
228.3978,808546,AAPL,2024-09-19 00:00:00+00:00,224.99,229.82,224.63,228.87,66781315,195.367
230.4618,579300,AAPL,2025-01-17 00:00:00+00:00,232.115,232.29,228.48,229.98,68488301,201.453
211.7489,798402,AAPL,2025-07-02 00:00:00+00:00,208.91,213.34,208.14,212.44,67941811,205.34700000000004
185.8199,477050,AAPL,2007-10-24 00:00:00+00:00,185.81,187.21,179.24,185.93,46017200,204.051
180.6482,587165,AAPL,2023-08-23 00:00:00+00:00,178.52,181.55,178.325,181.12,52722752,202.53799999999998
183.28,576465,AAPL,2023-08-29 00:00:00+00:00,179.695,184.9,179.5,184.12,53003948,196.614
173.2879,617249,AAPL,2023-10-02 00:00:00+00:00,171.22,174.3,170.93,173.75,52164535,196.00900000000001
172.9437,560975,AAPL,2023-10-04 00:00:00+00:00,171.09,174.21,170.97,173.66,53020286,195.578
178.1478,632605,AAPL,2023-10-16 00:00:00+00:00,176.75,179.075,176.51,178.72,52516984,196.95
193.7834,510768,AAPL,2023-12-12 00:00:00+00:00,193.08,194.72,191.721,194.71,52696900,194.32999999999998
183.8372,613892,AAPL,2024-02-22 00:00:00+00:00,183.48,184.955,182.46,184.37,52292208,189.88000000000002
187.1924,559493,AAPL,2024-05-14 00:00:00+00:00,187.51,188.3,186.29,187.43,52393619,185.625
214.1284,409972,AAPL,2025-07-25 00:00:00+00:00,214.7,215.24,213.4,213.88,40268781,185.769
240.3233,531132,AAPL,2025-02-13 00:00:00+00:00,236.91,242.3399,235.57,241.53,53614054,191.329
215.5599,524677,AAPL,2025-03-19 00:00:00+00:00,214.22,218.76,213.75,215.24,54385391,194.741
170.5335,707850,AAPL,2023-09-27 00:00:00+00:00,172.62,173.04,169.05,170.43,66921808,193.372
185.4104,610938,AAPL,2023-11-10 00:00:00+00:00,183.97,186.565,183.53,186.4,66177922,194.637
193.1715,700669,AAPL,2023-12-05 00:00:00+00:00,190.21,194.4,190.18,193.42,66628398,196.613
198.2872,691862,AAPL,2023-12-14 00:00:00+00:00,198.02,199.62,196.16,198.11,66831572,198.552
,576465,AAPL,2023-08-08 00:00:00+00:00,179.69,180.27,177.58,179.8,67823003,197.061
196.1507,530506,AAPL,2023-07-31 00:00:00+00:00,196.06,196.49,195.26,196.45,38824113,198.269
226.581,555153,AAPL,2024-08-23 00:00:00+00:00,225.6589,228.22,224.33,226.84,38677250,202.21
234.9316,489180,AAPL,2024-10-22 00:00:00+00:00,233.885,236.22,232.6,235.86,38846578,204.408
231.6647,551679,AAPL,2024-10-25 00:00:00+00:00,229.74,233.22,229.57,231.41,38802304,203.39600000000002
209.6743,436968,AAPL,2025-04-28 00:00:00+00:00,210.0,211.5,207.46,210.14,38743074,202.88600000000002
196.4948,522902,AAPL,2025-06-17 00:00:00+00:00,197.2,198.39,195.21,195.64,38856152,205.40699999999998
208.7627,525534,AAPL,2025-07-14 00:00:00+00:00,209.925,210.91,207.54,208.62,38840111,207.629
,488184,AAPL,2018-08-31 00:00:00+00:00,226.51,228.87,226.0,227.63,43340134,211.05
224.5505,590574,AAPL,2024-11-01 00:00:00+00:00,220.965,225.35,220.27,222.91,65276741,213.52999999999997
,672552,AAPL,2023-07-20 00:00:00+00:00,195.09,196.47,192.495,193.13,59581196,214.863
193.804,445394,AAPL,2023-07-25 00:00:00+00:00,193.33,194.44,192.915,193.62,37283201,214.58
194.1013,500544,AAPL,2023-12-22 00:00:00+00:00,195.18,195.41,192.97,193.6,37149570,211.256
168.6637,549987,AAPL,2024-04-08 00:00:00+00:00,169.03,169.2,168.24,168.45,37216858,204.51500000000001
222.9215,541883,AAPL,2024-09-13 00:00:00+00:00,223.58,224.04,221.91,222.5,36766619,203.624
243.0077,401262,AAPL,2024-12-05 00:00:00+00:00,243.99,244.54,242.13,243.04,40033878,206.914
237.58,418803,AAPL,2025-01-15 00:00:00+00:00,234.635,238.96,234.43,237.87,39831969,211.137
232.7455,558697,AAPL,2025-08-14 00:00:00+00:00,234.055,235.12,230.85,232.78,51916275,213.55300000000003
237.5186,685392,AAPL,2025-03-04 00:00:00+00:00,237.705,240.07,234.68,235.93,53798062,214.38299999999998
211.8003,608884,AAPL,2025-05-13 00:00:00+00:00,210.43,213.4,209.0,212.93,51909332,213.385
196.8888,537919,AAPL,2025-04-17 00:00:00+00:00,197.2,198.8335,194.42,196.98,52164675,213.76999999999998
201.4391,666917,AAPL,2025-06-24 00:00:00+00:00,202.59,203.44,200.2,200.3,54064033,214.43800000000002
212.0144,768933,AAPL,2025-03-13 00:00:00+00:00,215.95,216.8394,208.42,209.68,61368330,216.046
200.4652,770310,AAPL,2025-06-11 00:00:00+00:00,203.5,204.5,198.41,198.78,60989857,219.079
223.7969,813602,AAPL,2024-09-03 00:00:00+00:00,228.55,229.0,221.17,222.77,50190574,219.106
191.1133,603502,AAPL,2024-05-29 00:00:00+00:00,189.61,192.247,189.51,190.29,53068016,213.831
205.3603,664354,AAPL,2025-04-23 00:00:00+00:00,206.0,208.0,202.799,204.6,52929165,210.504
189.7974,508895,AAPL,2023-11-27 00:00:00+00:00,189.92,190.67,188.9,189.79,40552609,206.20499999999998
185.8199,477050,AAPL,2024-01-12 00:00:00+00:00,186.06,186.74,185.19,185.92,40477782,201.204
224.8579,606363,AAPL,2024-08-19 00:00:00+00:00,225.72,225.99,223.04,225.89,40687813,202.5
224.3724,462612,AAPL,2024-11-12 00:00:00+00:00,224.55,225.59,223.355,224.23,40398299,205.225
256.8692,649161,AAPL,2020-03-16 00:00:00+00:00,241.95,259.08,240.0,242.21,80605865,209.416
211.0285,431665,AAPL,2019-08-13 00:00:00+00:00,201.02,212.14,200.48,208.97,47539786,209.34499999999997
247.2778,423350,AAPL,2024-12-10 00:00:00+00:00,246.89,248.21,245.34,247.77,36914806,214.244
223.3729,387118,AAPL,2025-03-27 00:00:00+00:00,221.39,224.99,220.5601,223.85,37094774,214.352
231.1904,430736,AAPL,2025-08-18 00:00:00+00:00,231.7,233.12,230.11,230.89,37476188,218.41199999999998
223.2342,607240,AAPL,2024-10-07 00:00:00+00:00,224.5,225.69,221.33,221.69,39505354,220.121
201.7923,514978,AAPL,2025-06-25 00:00:00+00:00,201.45,203.67,200.6201,201.56,39525730,221.298
189.7899,335946,AAPL,2023-11-24 00:00:00+00:00,190.87,190.9,189.25,189.97,24048344,221.70300000000003
177.8056,586481,AAPL,2023-08-11 00:00:00+00:00,177.32,178.62,176.55,177.79,52036672,216.89299999999997
171.5997,535134,AAPL,2023-09-29 00:00:00+00:00,172.02,173.07,170.341,171.21,51861083,211.59099999999998
196.142,550599,AAPL,2023-12-20 00:00:00+00:00,196.9,197.68,194.83,194.83,52242815,206.85299999999998
211.3283,501667,AAPL,2025-04-30 00:00:00+00:00,209.3,213.58,206.6705,212.5,52286454,207.206
235.5793,757845,AAPL,2025-09-09 00:00:00+00:00,237.0,238.7805,233.36,234.35,66313918,205.86399999999998
223.3729,387118,AAPL,2010-03-15 00:00:00+00:00,225.38,225.5,220.25,223.84,17625100,205.863
173.0899,806014,AAPL,2024-03-14 00:00:00+00:00,172.91,174.3078,172.05,173.0,72571635,200.074
,531441,AAPL,2009-10-02 00:00:00+00:00,181.41,185.94,181.35,184.9,19761000,196.395
,611323,AAPL,2007-12-28 00:00:00+00:00,200.59,201.56,196.8801,199.83,24987400,196.22199999999998
196.142,550599,AAPL,2019-03-22 00:00:00+00:00,195.34,197.69,190.78,191.05,42407666,196.33
,561231,AAPL,2024-07-15 00:00:00+00:00,236.48,237.23,233.09,234.4,62631252,201.991
231.1904,430736,AAPL,2025-02-04 00:00:00+00:00,227.25,233.13,226.65,232.8,45067301,208.15
181.474,682334,AAPL,2009-09-16 00:00:00+00:00,177.99,182.75,177.88,181.87,26929400,206.85399999999998
196.1507,530506,AAPL,2025-06-13 00:00:00+00:00,199.73,200.37,195.7,196.45,51447349,205.24899999999997
173.2879,617249,AAPL,2008-08-28 00:00:00+00:00,175.28,176.25,172.75,173.74,15406600,199.18800000000002
,641017,AAPL,2017-11-03 00:00:00+00:00,174.0,174.26,171.12,172.5,58683826,194.054
209.7114,806841,AAPL,2019-08-01 00:00:00+00:00,213.9,218.03,206.74,208.43,54017922,197.597
,880106,AAPL,2018-05-24 00:00:00+00:00,188.77,188.84,186.21,188.15,23233975,197.922
,551019,AAPL,1999-12-31 00:00:00+00:00,100.94,102.87,99.5,102.81,1462600,188.21999999999997
241.6568,557242,AAPL,2020-04-01 00:00:00+00:00,246.5,248.72,239.13,240.91,44054638,193.206
197.56,625452,AAPL,2023-12-15 00:00:00+00:00,197.53,198.3999,197.0,197.57,128538401,189.523
,647120,AAPL,2022-08-17 00:00:00+00:00,172.77,176.15,172.57,174.55,79542037,183.698
194.3967,495048,AAPL,2007-12-07 00:00:00+00:00,190.54,194.99,188.04,194.3,38073800,184.941
,727614,AAPL,2008-05-19 00:00:00+00:00,187.9,188.69,181.3,183.6,33779300,183.656
179.0119,1159281,AAPL,2023-08-07 00:00:00+00:00,182.13,183.13,177.35,178.85,97576069,184.167
194.4151,1115274,AAPL,2024-06-10 00:00:00+00:00,196.9,197.3,192.15,193.12,97262077,186.22899999999998
214.0158,1032968,AAPL,2024-06-13 00:00:00+00:00,214.74,216.75,211.6,214.24,97862729,186.81
221.6956,1220197,AAPL,2025-01-21 00:00:00+00:00,224.0,224.42,219.38,222.64,98070429,190.25900000000001
200.9086,549615,AAPL,2018-08-02 00:00:00+00:00,200.58,208.38,200.35,207.39,62404012,200.717
204.9131,1100613,AAPL,2025-05-02 00:00:00+00:00,206.09,206.99,202.16,205.35,101010621,197.161
226.6453,767895,AAPL,2024-09-19 00:00:00+00:00,224.99,229.82,224.63,228.87,66781315,200.291
,647476,AAPL,2023-05-26 00:00:00+00:00,173.32,175.77,173.11,175.43,54834975,200.379
176.7048,937419,AAPL,2022-01-12 00:00:00+00:00,176.12,177.18,174.82,175.53,74805173,198.502
214.1284,409972,AAPL,2010-01-06 00:00:00+00:00,214.38,215.23,210.75,210.97,19720000,201.239
223.1447,579473,AAPL,2024-09-03 00:00:00+00:00,228.55,229.0,221.17,222.77,50190574,205.631
191.0826,566908,AAPL,2019-03-22 00:00:00+00:00,195.34,197.69,190.78,191.05,42407666,205.42400000000004
223.3729,387118,AAPL,2018-09-14 00:00:00+00:00,225.75,226.84,222.52,223.84,31999289,206.38400000000001
169.6415,540854,AAPL,2007-10-16 00:00:00+00:00,165.54,170.18,165.15,169.58,38136800,201.078
226.0636,565403,AAPL,2018-10-09 00:00:00+00:00,223.64,227.27,222.25,226.87,26891029,203.026
192.7089,691172,AAPL,2023-07-19 00:00:00+00:00,193.1,198.23,192.65,195.1,80507323,202.001
226.0517,504717,AAPL,2025-09-10 00:00:00+00:00,232.185,232.42,225.95,226.79,83440810,201.793
170.3234,1108820,AAPL,2024-03-05 00:00:00+00:00,170.76,172.04,169.62,170.12,95132355,201.262
216.4099,1034961,AAPL,2024-06-17 00:00:00+00:00,213.37,218.95,212.72,216.67,93728300,205.37600000000003
228.8379,1008209,AAPL,2025-01-27 00:00:00+00:00,224.02,232.15,223.98,229.86,94863418,207.26500000000001
194.8203,533093,AAPL,2019-08-07 00:00:00+00:00,195.41,199.56,193.82,199.04,33364400,204.892
166.5257,554942,AAPL,2023-10-26 00:00:00+00:00,170.37,171.3775,165.67,166.89,70625258,202.476
168.6637,549987,AAPL,2007-11-21 00:00:00+00:00,165.84,172.35,164.67,168.46,43493200,196.93800000000002
,937419,AAPL,2018-04-16 00:00:00+00:00,175.03,176.19,174.83,175.82,21578420,197.56199999999998
,944119,AAPL,2024-05-02 00:00:00+00:00,172.51,173.415,170.89,173.03,94214915,192.178
,515212,AAPL,2024-10-18 00:00:00+00:00,236.18,236.18,234.01,235.0,46431472,196.16799999999998
,500544,AAPL,2010-02-03 00:00:00+00:00,195.17,200.2,194.42,199.23,21976000,193.41199999999998
227.4243,563158,AAPL,2019-10-10 00:00:00+00:00,227.93,230.44,227.3,230.09,28962984,199.40900000000002
249.5813,528880,AAPL,2010-06-08 00:00:00+00:00,253.24,253.8,245.65,249.33,35741800,202.675
194.7337,644526,AAPL,2018-11-12 00:00:00+00:00,199.0,199.85,193.79,194.17,51135518,199.106
,639817,AAPL,2023-12-13 00:00:00+00:00,195.09,198.0,194.85,197.96,70404183,198.998
,744248,AAPL,2023-12-07 00:00:00+00:00,193.63,195.0,193.59,194.27,47477655,201.73600000000002
176.3413,960229,AAPL,2024-04-12 00:00:00+00:00,174.26,178.36,174.21,176.55,101670886,202.54500000000002
227.3071,1135405,AAPL,2025-08-08 00:00:00+00:00,220.83,231.0,219.25,229.35,113853967,207.898
,593651,AAPL,2019-10-10 00:00:00+00:00,227.93,230.44,227.3,230.09,28962984,213.60399999999998
